Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
C160SN	Fatty acid biosynthesis (n-C16:0)	actACP[c] + 20 h[c] + 6 malACP[c] + 14 nadph[c]  -> 6 ACP[c] + 6 co2[c] + 7 h2o[c] + 14 nadp[c] + palmACP[c] 	(b0180) and (b1095) and (b1288) and (b1093) or (b2323) and (b0180) and (b1288) and (b1093) or (b2323) and (b0954) and (b1288) and (b1093) or (b0954) and (b1095) and (b1288) and (b1093)	0	  0.00	1000.00	  0.00
C161SN	Fatty acid biosynthesis (n-C16:1)	actACP[c] + 19 h[c] + 6 malACP[c] + 13 nadph[c]  -> 6 ACP[c] + 6 co2[c] + 7 h2o[c] + hdeACP[c] + 13 nadp[c] 	(b2323) and (b0180) and (b0954) and (b1093) and (b1288)	0	  0.00	1000.00	  0.00
C181SN	Fatty acid biosynthesis (n-C18:1)	actACP[c] + 22 h[c] + 7 malACP[c] + 15 nadph[c]  -> 7 ACP[c] + 7 co2[c] + 8 h2o[c] + 15 nadp[c] + octeACP[c] 	(b2323) and (b0180) and (b0954) and (b1095) and (b1093) and (b1288)	0	  0.00	1000.00	  0.00
CADVt	Lysine/Cadaverine antiporter	15dap[c] + h[e] + lys-L[e]  -> 15dap[e] + h[c] + lys-L[c] 	(b4132)	0	  0.00	1000.00	  0.00
CAT	catalase	2 h2o2[c]  -> 2 h2o[c] + o2[c] 	(b1732) or (b3942)	0	  0.00	1000.00	  0.00
CBIAT_DELETE	Cobinamide adenyltransferase	atp[c] + cbi[c] + h2o[c]  <=> adocbi[c] + pi[c] + ppi[c] 	(b1270)	1	-1000.00	1000.00	  0.00
CBL1abc	Cob(1)alamin transport via ABC system	atp[c] + cbl1[e] + h2o[c]  -> adp[c] + cbl1[c] + h[c] + pi[c] 	(b1709) and (b0158) and (b3966) and (b1711)	0	  0.00	1000.00	  0.00
CBLAT_DELETE	cob(I)alamin adenosyltransferase	atp[c] + cbl1[c] + h2o[c]  <=> adocbl[c] + pi[c] + ppi[c] 	(b1270)	1	-1000.00	1000.00	  0.00
CBMK	Carbamate kinase	atp[c] + co2[c] + nh4[c]  -> adp[c] + cbp[c] + 2 h[c] 	(b0521) or (b0323) or (b2874)	0	  0.00	1000.00	  0.00
CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2 atp[c] + gln-L[c] + h2o[c] + hco3[c]  -> 2 adp[c] + cbp[c] + glu-L[c] + 2 h[c] + pi[c] 	(b0032 and b0033)	0	  0.00	1000.00	  0.00
CDAPPA_EC	CDP-Diacylglycerol pyrophostatase (Ecoli)	0.02 cdpdag_EC[c] + h2o[c]  -> cmp[c] + 2 h[c] + 0.02 pa_EC[c] 	(b3918)	0	  0.00	1000.00	  0.00
CDPMEK	 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	4c2me[c] + atp[c]  -> 2p4c2me[c] + adp[c] + h[c] 	(b1208)	0	  0.00	1000.00	  0.00
CHLabc	choline transport via ABC system	atp[c] + chol[e] + h2o[c]  -> adp[c] + chol[c] + h[c] + pi[c] 	(b2128) and (b2130) and (b2131) and (b2129)	0	  0.00	1000.00	  0.00
CHLt2r	choline transport via proton symport, reversible	chol[e] + h[e]  <=> chol[c] + h[c] 	(b0314) or (b1801)	1	-1000.00	1000.00	  0.00
CHORM	chorismate mutase	chor[c]  -> pphn[c] 	(b2600) or (b2599)	0	  0.00	1000.00	  0.00
CHORS	chorismate synthase	3psme[c]  -> chor[c] + pi[c] 	(b2329)	0	  0.00	1000.00	  0.00
CHRPL	Chorismate pyruvate lyase	chor[c]  -> 4hbz[c] + pyr[c] 	(b4039)	0	  0.00	1000.00	  0.00
CINNDO	Cinnamate dioxygenase	cinnm[c] + h[c] + nadh[c] + o2[c]  -> cenchddd[c] + nad[c] 	(b2542 and b2539 and b2538 and b2540)	0	  0.00	1000.00	  0.00
CITL	Citrate lyase	cit[c]  -> ac[c] + oaa[c] 	(b0616 and b0615 and b0617)	0	  0.00	1000.00	  0.00
CITt7	Citrate transport via succinate antiport	cit[e] + succ[c]  -> cit[c] + succ[e] 	(b0612)	0	  0.00	1000.00	  0.00
CLPNS_EC	Cardiolipin Synthase (E.coli)	0.04 pg_EC[c]  <=> 0.02 clpn_EC[c] + glyc[c] 	(b1249)	1	-1000.00	1000.00	  0.00
CMPN	CMP nucleosidase	cmp[c] + h2o[c]  -> csn[c] + r5p[c] 		0	  0.00	1000.00	  0.00
CO2t	CO2 transporter via diffusion	co2[e]  <=> co2[c] 		1	-1000.00	1000.00	  0.00
CPPPGO	coproporphyrinogen oxidase (O2 required)	cpppg3[c] + 2 h[c] + o2[c]  -> 2 co2[c] + 2 h2o[c] + pppg9[c] 	(b2436)	0	  0.00	1000.00	  0.00
CRNBTCT	gamma-butyrobetainyl-CoA: carnitine CoA transferase	bbtcoa[c] + crn[c]  <=> crncoa[c] + gbbtn[c] 	(b0038)	1	-1000.00	1000.00	  0.00
CRNCBCT	crotonobetainyl-CoA: carnitine CoA transferase	crn[c] + ctbtcoa[c]  <=> crncoa[c] + ctbt[c] 	(b0038)	1	-1000.00	1000.00	  0.00
CRNCDH	Carnityl-CoA dehydratse	crncoa[c]  <=> ctbtcoa[c] + h2o[c] 	(b0036)	1	-1000.00	1000.00	  0.00
CRNt7	Carnitine/butyrobetaine antiporter	crn[e] + gbbtn[c]  -> crn[c] + gbbtn[e] 	(b0040)	0	  0.00	1000.00	  0.00
CS	citrate synthase	accoa[c] + h2o[c] + oaa[c]  -> cit[c] + coa[c] + h[c] 	(b0720)	0	  0.00	1000.00	  0.00
CSND	Cytosine deaminase	csn[c] + h2o[c] + h[c]  -> nh4[c] + ura[c] 	(b0337)	0	  0.00	1000.00	  0.00
CSNt2	cytosine transport in via proton symport	csn[e] + h[e]  -> csn[c] + h[c] 	(b0336)	0	  0.00	1000.00	  0.00
CTPS2	CTP synthase (glutamine)	atp[c] + gln-L[c] + h2o[c] + utp[c]  -> adp[c] + ctp[c] + glu-L[c] + 2 h[c] + pi[c] 	(b2780)	0	  0.00	1000.00	  0.00
CYANST	Cyanide sulfurtransferase	cyan[c] + tsul[c]  -> h[c] + so3[c] + tcynt[c] 	(b3425)	0	  0.00	1000.00	  0.00
CYNTAH	Cyanate aminohydrolase	cynt[c] + 3 h[c] + hco3[c]  -> 2 co2[c] + nh4[c] 	(b0340)	0	  0.00	1000.00	  0.00
CYNTt2	Cyanate transport via proton symport	cynt[e] + h[e]  -> cynt[c] + h[c] 	(b0341)	0	  0.00	1000.00	  0.00
CYSDS	Cysteine Desulfhydrase	cys-L[c] + h2o[c]  -> h2s[c] + nh4[c] + pyr[c] 	(b3708)	0	  0.00	1000.00	  0.00
CYSS	cysteine synthase	acser[c] + h2s[c]  -> ac[c] + cys-L[c] + h[c] 	(b2414) or (b2421)	0	  0.00	1000.00	  0.00
CYSTL	cystathionine b-lyase	cyst-L[c] + h2o[c]  -> hcys-L[c] + nh4[c] + pyr[c] 	(b3008) or (b1622)	0	  0.00	1000.00	  0.00
CYSabc	L-cysteine transport via ABC system	atp[c] + cys-L[e] + h2o[c]  -> adp[c] + cys-L[c] + h[c] + pi[c] 		0	  0.00	1000.00	  0.00
CYTBD	cytochrome oxidase bd (ubiquinol-8: 2 protons)	2 h[c] + 0.5 o2[c] + q8h2[c]  -> h2o[c] + 2 h[e] + q8[c] 	(b0733 and b0734)	0	  0.00	1000.00	  0.00
CYTBO3	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)	2.5 h[c] + 0.5 o2[c] + q8h2[c]  -> h2o[c] + 2.5 h[e] + q8[c] 	(b0432 and b0431 and b0429 and b0430)	0	  0.00	1000.00	  0.00
CYTD	cytidine deaminase	cytd[c] + h2o[c] + h[c]  -> nh4[c] + uri[c] 	(b2143)	0	  0.00	1000.00	  0.00
CYTDK2	cytidine kinase (GTP)	cytd[c] + gtp[c]  -> cmp[c] + gdp[c] + h[c] 	(b2066)	0	  0.00	1000.00	  0.00
CYTDt2	cytidine transport in via proton symport	cytd[e] + h[e]  -> cytd[c] + h[c] 	(b2964) or (b2393)	0	  0.00	1000.00	  0.00
CYTDt2r	cytidine transport in via proton symport, reversible	cytd[e] + h[e]  <=> cytd[c] + h[c] 	(b2406)	1	-1000.00	1000.00	  0.00
CYTK1	cytidylate kinase (CMP)	atp[c] + cmp[c]  <=> adp[c] + cdp[c] 	(b0910)	1	-1000.00	1000.00	  0.00
CYTK2	cytidylate kinase (dCMP)	atp[c] + dcmp[c]  <=> adp[c] + dcdp[c] 	(b0910)	1	-1000.00	1000.00	  0.00
DAAD	D-Amino acid dehydrogenase	ala-D[c] + fad[c] + h2o[c]  -> fadh2[c] + nh4[c] + pyr[c] 	(b1189)	0	  0.00	1000.00	  0.00
DADA	Deoxyadenosine deaminase	dad-2[c] + h2o[c] + h[c]  -> din[c] + nh4[c] 	(b1623)	0	  0.00	1000.00	  0.00
DADK	deoxyadenylate kinase	atp[c] + damp[c]  <=> adp[c] + dadp[c] 	(b0474)	1	-1000.00	1000.00	  0.00
DADNt2	deoxyadenosine transport in via proton symport	dad-2[e] + h[e]  -> dad-2[c] + h[c] 	(b2964) or (b2393)	0	  0.00	1000.00	  0.00
DAGK_EC	Diacylglycerol kinase	0.02 12dgr_EC[c] + atp[c]  -> adp[c] + h[c] + 0.02 pa_EC[c] 	(b4042)	0	  0.00	1000.00	  0.00
DALAt2r	D-alanine transport via proton symport	ala-D[e] + h[e]  <=> ala-D[c] + h[c] 	(b4208)	1	-1000.00	1000.00	  0.00
DAPDC	diaminopimelate decarboxylase	26dap-M[c] + h[c]  -> co2[c] + lys-L[c] 	(b2838)	0	  0.00	1000.00	  0.00
DAPE	diaminopimelate epimerase	26dap-LL[c]  <=> 26dap-M[c] 	(b3809)	1	-1000.00	1000.00	  0.00
DAPabc	M-diaminopimelic acid ABC transport	26dap-M[e] + atp[c] + h2o[c]  -> 26dap-M[c] + adp[c] + h[c] + pi[c] 		0	  0.00	1000.00	  0.00
DASYN_EC	CDP-Diacylglycerol synthetase (Ecoli)	ctp[c] + h[c] + 0.02 pa_EC[c]  <=> 0.02 cdpdag_EC[c] + ppi[c] 	(b0175)	1	-1000.00	1000.00	  0.00
DB4PS	 3,4-Dihydroxy-2-butanone-4-phosphate synthase	ru5p-D[c]  -> db4p[c] + for[c] + h[c] 	(b3041)	0	  0.00	1000.00	  0.00
DBTSr	dethiobiotin synthase	atp[c] + co2[c] + dann[c]  <=> adp[c] + dtbt[c] + 3 h[c] + pi[c] 	(b0778)	1	-1000.00	1000.00	  0.00
DCTPD	dCTP deaminase	dctp[c] + h2o[c] + h[c]  -> dutp[c] + nh4[c] 	(b2065)	0	  0.00	1000.00	  0.00
DCYTD	deoxycytidine deaminase	dcyt[c] + h2o[c] + h[c]  -> duri[c] + nh4[c] 	(b2143)	0	  0.00	1000.00	  0.00
DCYTt2	deoxycytidine transport in via proton symport	dcyt[e] + h[e]  -> dcyt[c] + h[c] 	(b2964) or (b2393)	0	  0.00	1000.00	  0.00
DDGALK	 2-dehydro-3-deoxygalactonokinase	2dh3dgal[c] + atp[c]  -> 2dh3dgal6p[c] + adp[c] + h[c] 	(b3693)	0	  0.00	1000.00	  0.00
DDGLCNt2r	 2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	2ddglcn[e] + h[e]  <=> 2ddglcn[c] + h[c] 	(b3909)	1	-1000.00	1000.00	  0.00
DDGLK	 2-dehydro-3-deoxygluconokinase	2ddglcn[c] + atp[c]  -> 2ddg6p[c] + adp[c] + h[c] 	(b3526)	0	  0.00	1000.00	  0.00
DDPA	 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	e4p[c] + h2o[c] + pep[c]  -> 2dda7p[c] + pi[c] 	(b2601) or (b1704) or (b0754)	0	  0.00	1000.00	  0.00
DDPGALA	 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2dh3dgal6p[c]  <=> g3p[c] + pyr[c] 	(b3692)	1	-1000.00	1000.00	  0.00
DGK1	deoxyguanylate kinase (dGMP:ATP)	atp[c] + dgmp[c]  <=> adp[c] + dgdp[c] 	(b3648)	1	-1000.00	1000.00	  0.00
DGSNt2	deoxyguanosine transport in via proton symport	dgsn[e] + h[e]  -> dgsn[c] + h[c] 	(b2964)	0	  0.00	1000.00	  0.00
DHAD1	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	23dhmb[c]  -> 3mob[c] + h2o[c] 	(b3771)	0	  0.00	1000.00	  0.00
DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	23dhmp[c]  -> 3mop[c] + h2o[c] 	(b3771)	0	  0.00	1000.00	  0.00
DHAPT	Dihydroxyacetone phosphotransferase	dha[c] + pep[c]  -> dhap[c] + pyr[c] 	(b2415) and (b1200) and (b1199) and (b2416) and (b1198)	0	  0.00	1000.00	  0.00
DHAt	Dihydroxyacetone transport via facilitated diffusion	dha[e]  <=> dha[c] 		1	-1000.00	1000.00	  0.00
DHBD	 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	23ddhb[c] + nad[c]  <=> 23dhb[c] + h[c] + nadh[c] 	(b0596)	1	-1000.00	1000.00	  0.00
DHBSr	 2,3-dihydroxybenzoate adenylate synthase	23dhb[c] + atp[c]  <=> 23dhba[c] + ppi[c] 	(b0594)	1	-1000.00	1000.00	  0.00
DHCIND	 2,3-dihydroxycinnamate dehydrogenase	cenchddd[c] + nad[c]  -> dhcinnm[c] + h[c] + nadh[c] 	(b2541)	0	  0.00	1000.00	  0.00
DHCINDO	 2,3-dihydroxycinnamate 1,2-dioxygenase	dhcinnm[c] + o2[c]  -> hkntd[c] 	(b0348)	0	  0.00	1000.00	  0.00
DHDPRy	dihydrodipicolinate reductase (NADPH)	23dhdp[c] + h[c] + nadph[c]  -> nadp[c] + thdp[c] 	(b0031)	0	  0.00	1000.00	  0.00
DHDPS	dihydrodipicolinate synthase	aspsa[c] + pyr[c]  -> 23dhdp[c] + 2 h2o[c] + h[c] 	(b2478)	0	  0.00	1000.00	  0.00
DHFR	dihydrofolate reductase	dhf[c] + h[c] + nadph[c]  <=> nadp[c] + thf[c] 	(b0048)	1	-1000.00	1000.00	  0.00
DHFS	dihydrofolate synthase	atp[c] + dhpt[c] + glu-L[c]  -> adp[c] + dhf[c] + pi[c] 	(b2315)	0	  0.00	1000.00	  0.00
DHNAOT	 1,4-dihydroxy-2-naphthoate octaprenyltransferase	dhna[c] + octdp[c]  -> 2dmmq8[c] + co2[c] + h[c] + ppi[c] 	(b3930)	0	  0.00	1000.00	  0.00
DHNPA2	dihydroneopterin aldolase	dhnpt[c]  -> 6hmhpt[c] + gcald[c] 	(b3058)	0	  0.00	1000.00	  0.00
DHORD2	dihydoorotic acid dehydrogenase (quinone8)	dhor-S[c] + q8[c]  -> orot[c] + q8h2[c] 	(b0945)	0	  0.00	1000.00	  0.00
DHORD5	dihydroorotic acid (menaquinone-8)	dhor-S[c] + mqn8[c]  -> mql8[c] + orot[c] 	(b0945)	0	  0.00	1000.00	  0.00
DHORTS	dihydroorotase	dhor-S[c] + h2o[c]  <=> cbasp[c] + h[c] 	(b1062)	1	-1000.00	1000.00	  0.00
DHPPD	 2,3-dihydroxyphenylpropionate dehydrogenase	cechddd[c] + nad[c]  -> dhpppn[c] + h[c] + nadh[c] 	(b2541)	0	  0.00	1000.00	  0.00
DHPPDA2	diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	25drapp[c] + h2o[c] + h[c]  -> 5apru[c] + nh4[c] 	(b0414)	0	  0.00	1000.00	  0.00
DHPS2	dihydropteroate synthase	4abz[c] + 6hmhptpp[c]  -> dhpt[c] + h[c] + ppi[c] 	(b3177)	0	  0.00	1000.00	  0.00
DHPTDCs	 4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)	dhptd[c]  -> h2o[c] + hmfurn[c] 		0	  0.00	1000.00	  0.00
DHQD	 3-dehydroquinate dehydratase	3dhq[c]  <=> 3dhsk[c] + h2o[c] 	(b1693)	1	-1000.00	1000.00	  0.00
DHQS	 3-dehydroquinate synthase	2dda7p[c]  -> 3dhq[c] + pi[c] 	(b3389)	0	  0.00	1000.00	  0.00
DINSt2	deoxyinosine transport in via proton symport	din[e] + h[e]  -> din[c] + h[c] 	(b2964)	0	  0.00	1000.00	  0.00
DKGLCNR1	 2,5-diketo-D-gluconate reductase	25dkglcn[c] + h[c] + nadph[c]  -> 2dhguln[c] + nadp[c] 	(b0207) or (b3012)	0	  0.00	1000.00	  0.00
DKGLCNR2x	 2,5-diketo-D-gluconate reductase (NADH)	25dkglcn[c] + h[c] + nadh[c]  -> 5dglcn[c] + nad[c] 	(b3553)	0	  0.00	1000.00	  0.00
DKGLCNR2y	 2,5-diketo-D-gluconate reductase (NADPH)	25dkglcn[c] + h[c] + nadph[c]  -> 5dglcn[c] + nadp[c] 	(b3553)	0	  0.00	1000.00	  0.00
DKMPPD	 2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	dkmpp[c] + h2o[c] + o2[c]  -> 2kmb[c] + for[c] + 2 h[c] + pi[c] 		0	  0.00	1000.00	  0.00
DKMPPD2	 2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	dkmpp[c] + 3 h2o[c]  -> 2kmb[c] + for[c] + 6 h[c] + pi[c] 		0	  0.00	1000.00	  0.00
DMATT	dimethylallyltranstransferase	dmpp[c] + ipdp[c]  -> grdp[c] + ppi[c] 	(b0421)	0	  0.00	1000.00	  0.00
DMPPS	 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	h2mb4p[c] + h[c] + nadh[c]  -> dmpp[c] + h2o[c] + nad[c] 	(b0029)	0	  0.00	1000.00	  0.00
DMQMT	 3-Dimethylubiquinonol 3-methyltransferase	2omhmbl[c] + amet[c]  -> ahcys[c] + h[c] + q8h2[c] 	(b2232)	0	  0.00	1000.00	  0.00
DMSOR1	Dimethyl sulfoxide reductase (Menaquinol 8)	dmso[c] + mql8[c]  -> dms[c] + h2o[c] + mqn8[c] 	(b0894 and b0896 and b0895)	0	  0.00	1000.00	  0.00
DMSOR1e	Dimethyl sulfoxide reductase (Menaquinol 8)	dmso[e] + mql8[c]  -> dms[e] + h2o[e] + mqn8[c] 	(b1873) and (b1872)	0	  0.00	1000.00	  0.00
DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	2dmmql8[c] + dmso[c]  -> 2dmmq8[c] + dms[c] + h2o[c] 	(b0894 and b0896 and b0895)	0	  0.00	1000.00	  0.00
DMSOR2e	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	2dmmql8[c] + dmso[e]  -> 2dmmq8[c] + dms[e] + h2o[e] 	(b1873) and (b1872)	0	  0.00	1000.00	  0.00
DNMPPA	Dihydroneopterin monophosphate dephosphorylase	dhpmp[c] + h2o[c]  -> dhnpt[c] + pi[c] 		0	  0.00	1000.00	  0.00
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	ahdt[c] + h2o[c]  -> dhpmp[c] + h[c] + ppi[c] 	(b0099) or (b1865)	0	  0.00	1000.00	  0.00
DOGULNR	 2,3 dioxo-L-gulonate reductase	23doguln[c] + h[c] + nadh[c]  -> 3dhguln[c] + nad[c] 	(b3575)	0	  0.00	1000.00	  0.00
DPCOAK	dephospho-CoA kinase	atp[c] + dpcoa[c]  -> adp[c] + coa[c] + h[c] 		0	  0.00	1000.00	  0.00
DPR	 2-dehydropantoate 2-reductase	2dhp[c] + h[c] + nadph[c]  -> nadp[c] + pant-R[c] 	(b0425) or (b3774)	0	  0.00	1000.00	  0.00
DRPA	deoxyribose-phosphate aldolase	2dr5p[c]  -> acald[c] + g3p[c] 	(b4381)	0	  0.00	1000.00	  0.00
DSERt2r	D-serine transport via proton symport	h[e] + ser-D[e]  <=> h[c] + ser-D[c] 	(b4208)	1	-1000.00	1000.00	  0.00
DTMPK	dTMP kinase	atp[c] + dtmp[c]  <=> adp[c] + dtdp[c] 	(b1098)	1	-1000.00	1000.00	  0.00
DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)	atp[c] + duri[c]  -> adp[c] + dump[c] + h[c] 	(b1238)	0	  0.00	1000.00	  0.00
DURIPP	deoxyuridine phosphorylase	duri[c] + pi[c]  <=> 2dr1p[c] + ura[c] 	(b4382) or (b4384)	1	-1000.00	1000.00	  0.00
DURIt2	deoxyuridine transport in via proton symport	duri[e] + h[e]  -> duri[c] + h[c] 	(b2964) or (b2393)	0	  0.00	1000.00	  0.00
DUTPDP	dUTP diphosphatase	dutp[c] + h2o[c]  -> dump[c] + h[c] + ppi[c] 	(b3640)	0	  0.00	1000.00	  0.00
DXPRIi	 1-deoxy-D-xylulose reductoisomerase	dxyl5p[c] + h[c] + nadph[c]  -> 2me4p[c] + nadp[c] 	(b0173)	0	  0.00	1000.00	  0.00
DXPS	 1-deoxy-D-xylulose 5-phosphate synthase	g3p[c] + h[c] + pyr[c]  -> co2[c] + dxyl5p[c] 	(b0420)	0	  0.00	1000.00	  0.00
DXYLK	 1-Deoxy-D-xylulose kinase	atp[c] + dxyl[c]  -> adp[c] + dxyl5p[c] + h[c] 	(b3564)	0	  0.00	1000.00	  0.00
D-LACt2	D-lactate transport via proton symport	h[e] + lac-D[e]  <=> h[c] + lac-D[c] 	(b2975) or (b3603)	1	-1000.00	1000.00	  0.00
E4PD	Erythrose 4-phosphate dehydrogenase	e4p[c] + h2o[c] + nad[c]  <=> 4per[c] + 2 h[c] + nadh[c] 	(b2927)	1	-1000.00	1000.00	  0.00
ECAP_EC	ECA polymerization (Ecoli)	unagamuf[c]  -> eca_EC[c] + h[c] + udcpdp[c] 		0	  0.00	1000.00	  0.00
EDA	 2-dehydro-3-deoxy-phosphogluconate aldolase	2ddg6p[c]  -> g3p[c] + pyr[c] 	(b1850)	0	  0.00	1000.00	  0.00
EDD	 6-phosphogluconate dehydratase	6pgc[c]  -> 2ddg6p[c] + h2o[c] 	(b1851)	0	  0.00	1000.00	  0.00
EDTXS1	Endotoxin Synthesis (lauroyl transferase)	ddcaACP[c] + kdo2lipid4[c]  -> ACP[c] + kdo2lipid4L[c] 	(b1054)	0	  0.00	1000.00	  0.00
EDTXS2	Endotoxin Synthesis (myristoyl transferase)	kdo2lipid4L[c] + myrsACP[c]  -> ACP[c] + lipa[c] 	(b1855)	0	  0.00	1000.00	  0.00
EDTXS3	Endotoxin Synthesis (palmitoleoyl ACP)	hdeACP[c] + kdo2lipid4[c]  -> ACP[c] + kdo2lipid4p[c] 	(b2378)	0	  0.00	1000.00	  0.00
EDTXS4	Endotoxin Synthesis (myristoyl transferase)	kdo2lipid4p[c] + myrsACP[c]  -> ACP[c] + lipa_cold[c] 	(b1855)	0	  0.00	1000.00	  0.00
ENO	enolase	2pg[c]  <=> h2o[c] + pep[c] 	(b2779)	1	-1000.00	1000.00	  0.00
ENTCS	enterochelin synthase	3 23dhba[c] + 3 seramp[c]  -> 6 amp[c] + enter[c] + 6 h[c] 	(b0583)	0	  0.00	1000.00	  0.00
ETHAAL	Ethanolamine ammonia-lyase	etha[c]  -> acald[c] + nh4[c] 	(b2441 and b2440)	0	  0.00	1000.00	  0.00
ETOHt2r	ethanol reversible transport via proton symport	etoh[e] + h[e]  <=> etoh[c] + h[c] 		1	-1000.00	1000.00	  0.00
EX_12ppd-S(e)	(S)-Propane-1,2-diol exchange	12ppd-S[e]  <=> 		1	  0.00	1000.00	  0.00
EX_15dap(e)	 1,5-Diaminopentane exchange	15dap[e]  <=> 		1	  0.00	1000.00	  0.00
EX_26dap-M(e)	meso-2,6-Diaminoheptanedioate exchange	26dap-M[e]  <=> 		1	  0.00	1000.00	  0.00
EX_2ddglcn(e)	 2-Dehydro-3-deoxy-D-gluconate exchange	2ddglcn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_3hcinnm(e)	 3-hydroxycinnamic acid exchange	3hcinnm[e]  <=> 		1	  0.00	1000.00	  0.00
EX_3hpppn(e)	 3-(3-hydroxy-phenyl)propionate exchange	3hpppn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_4abut(e)	 4-Aminobutanoate exchange	4abut[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ac(e)	Acetate exchange	ac[e]  <=> 		1	  0.00	1000.00	  0.00
EX_acac(e)	Acetoacetate exchange	acac[e]  <=> 		1	  0.00	1000.00	  0.00
EX_acald(e)	Acetaldehyde exchange	acald[e]  <=> 		1	  0.00	1000.00	  0.00
EX_acgam(e)	N-Acetyl-D-glucosamine exchange	acgam[e]  <=> 		1	  0.00	1000.00	  0.00
EX_acmana(e)	N-Acetyl-D-mannosamine exchange	acmana[e]  <=> 		1	  0.00	1000.00	  0.00
EX_acnam(e)	N-Acetylneuraminate exchange	acnam[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ade(e)	Adenine exchange	ade[e]  <=> 		1	  0.00	1000.00	  0.00
EX_adn(e)	Adenosine exchange	adn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_akg(e)	 2-Oxoglutarate exchange	akg[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ala-D(e)	D-Alanine exchange	ala-D[e]  <=> 		1	  0.00	1000.00	  0.00
EX_ala-L(e)	L-Alanine exchange	ala-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_alltn(e)	Allantoin exchange	alltn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_amp(e)	AMP exchange	amp[e]  <=> 		1	  0.00	1000.00	  0.00
EX_arab-L(e)	L-Arabinose exchange	arab-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_arg-L(e)	L-Arginine exchange	arg-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_asn-L(e)	L-Asparagine exchange	asn-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_asp-L(e)	L-Aspartate exchange	asp-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_but(e)	Butyrate (n-C4:0) exchange	but[e]  <=> 		1	  0.00	1000.00	  0.00
EX_cbl1(e)	Cob(I)alamin exchange	cbl1[e]  <=> 		1	  0.00	1000.00	  0.00
EX_chol(e)	Choline exchange	chol[e]  <=> 		1	  0.00	1000.00	  0.00
EX_cit(e)	Citrate exchange	cit[e]  <=> 		1	  0.00	1000.00	  0.00
EX_co2(e)	CO2 exchange	co2[e]  <=> 		1	-1000.00	1000.00	  0.00
EX_crn(e)	L-Carnitine exchange	crn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_csn(e)	Cytosine exchange	csn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_cynt(e)	Cyanate exchange	cynt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_cys-L(e)	L-Cysteine exchange	cys-L[e]  <=> 		1	  0.00	1000.00	  0.00
EX_cytd(e)	Cytidine exchange	cytd[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dad-2(e)	Deoxyadenosine exchange	dad-2[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dcyt(e)	Deoxycytidine exchange	dcyt[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dgsn(e)	Deoxyguanosine exchange	dgsn[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dha(e)	Dihydroxyacetone exchange	dha[e]  <=> 		1	  0.00	1000.00	  0.00
EX_din(e)	Deoxyinosine exchange	din[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dms(e)	Dimethyl sulfide exchange	dms[e]  <=> 		1	  0.00	1000.00	  0.00
EX_dmso(e)	Dimethyl sulfoxide exchange	dmso[e]  <=> 		1	  0.00	1000.00	  0.00
EX_duri(e)	Deoxyuridine exchange	duri[e]  <=> 		1	  0.00	1000.00	  0.00
EX_etoh(e)	Ethanol exchange	etoh[e]  <=> 		1	  0.00	1000.00	  0.00
